Date,Location,Weather,Visibility_m,Traffic_Density_vehicles_per_min,Accident_Occurred,Severity
2022-10-19 00:00:00,City Center,Storm,62,46,0,Low
2022-10-19 01:00:00,Bypass Road,Rain,228,71,0,Medium
2022-10-19 02:00:00,Intersection A,Storm,244,66,0,High
2022-10-19 03:00:00,Bypass Road,Rain,74,65,0,High
2022-10-19 04:00:00,Sector 16,Rain,258,27,0,Low
2022-10-19 05:00:00,Sector 16,Rain,135,94,0,Low
2022-10-19 06:00:00,Highway 21,Storm,186,52,0,Low
2022-10-19 07:00:00,Highway 21,Storm,205,59,1,High
2022-10-19 08:00:00,Highway 21,Clear,179,24,0,Medium
2022-10-19 09:00:00,Intersection B,Cloudy,213,77,0,High
2022-10-19 10:00:00,Bypass Road,Clear,33,46,0,High
2022-10-19 11:00:00,Intersection A,Rain,208,30,0,High
2022-10-19 12:00:00,Sector 62,Cloudy,274,83,0,Medium
2022-10-19 13:00:00,Intersection B,Storm,166,86,0,Medium
2022-10-19 14:00:00,Bypass Road,Fog,144,44,0,High
2022-10-19 15:00:00,Intersection A,Storm,309,12,1,High
2022-10-19 16:00:00,Intersection A,Cloudy,304,43,0,High
2022-10-19 17:00:00,Intersection A,Fog,225,9,0,Low
2022-10-19 18:00:00,City Center,Cloudy,162,55,0,Low
2022-10-19 19:00:00,Sector 16,Storm,211,80,0,High
2022-10-19 20:00:00,City Center,Rain,55,53,0,Medium
2022-10-19 21:00:00,Bypass Road,Storm,298,14,0,Medium
2022-10-19 22:00:00,Bypass Road,Fog,102,72,1,Low
2022-10-19 23:00:00,Bypass Road,Storm,248,43,0,Low
2022-10-20 00:00:00,Intersection B,Clear,32,46,0,Medium
2022-10-20 01:00:00,Bypass Road,Rain,65,51,1,Medium
2022-10-20 02:00:00,Intersection A,Rain,185,38,0,Low
2022-10-20 03:00:00,City Center,Cloudy,168,72,1,Low
2022-10-20 04:00:00,Intersection B,Rain,167,94,0,Medium
2022-10-20 05:00:00,Highway 21,Cloudy,237,14,0,High
2022-10-20 06:00:00,Sector 62,Fog,20,68,1,High
2022-10-20 07:00:00,Sector 16,Clear,283,18,0,Medium
2022-10-20 08:00:00,City Center,Clear,135,79,0,Low
2022-10-20 09:00:00,Highway 21,Cloudy,204,48,1,Medium
2022-10-20 10:00:00,Sector 62,Clear,210,62,1,High
2022-10-20 11:00:00,Highway 21,Rain,169,81,0,High
2022-10-20 12:00:00,Sector 62,Storm,276,39,0,High
2022-10-20 13:00:00,Sector 16,Rain,65,6,0,Low
2022-10-20 14:00:00,Intersection B,Fog,291,64,0,Low
2022-10-20 15:00:00,Bypass Road,Rain,265,43,0,Low
2022-10-20 16:00:00,Sector 62,Fog,106,83,0,Medium
2022-10-20 17:00:00,Intersection A,Storm,296,19,0,Low
2022-10-20 18:00:00,Intersection A,Cloudy,264,40,0,High
2022-10-20 19:00:00,Highway 21,Fog,155,64,0,Medium
2022-10-20 20:00:00,Sector 62,Fog,203,72,1,High
2022-10-20 21:00:00,City Center,Storm,20,82,0,Low
2022-10-20 22:00:00,Sector 16,Fog,46,61,0,High
2022-10-20 23:00:00,Highway 21,Storm,39,81,1,Low
2022-10-21 00:00:00,Bypass Road,Storm,103,86,0,Medium
2022-10-21 01:00:00,Bypass Road,Fog,146,52,1,Low
2022-10-21 02:00:00,Sector 62,Clear,232,38,0,Low
2022-10-21 03:00:00,Sector 16,Fog,221,47,0,Medium
2022-10-21 04:00:00,Intersection B,Clear,268,7,1,Medium
2022-10-21 05:00:00,Sector 16,Rain,297,78,0,High
2022-10-21 06:00:00,Highway 21,Fog,205,76,1,High
2022-10-21 07:00:00,City Center,Clear,223,52,1,Medium
2022-10-21 08:00:00,Highway 21,Storm,297,5,0,Low
2022-10-21 09:00:00,Bypass Road,Rain,259,62,0,Low
2022-10-21 10:00:00,Intersection A,Cloudy,194,69,0,Low
2022-10-21 11:00:00,Sector 16,Storm,79,12,0,Medium
2022-10-21 12:00:00,Highway 21,Clear,89,40,0,Low
2022-10-21 13:00:00,Bypass Road,Fog,56,45,0,Medium
2022-10-21 14:00:00,Sector 16,Clear,208,15,1,High
2022-10-21 15:00:00,Sector 62,Storm,302,31,0,High
2022-10-21 16:00:00,Sector 62,Storm,96,59,0,Low
2022-10-21 17:00:00,Bypass Road,Storm,247,94,0,Low
2022-10-21 18:00:00,Highway 21,Cloudy,110,45,1,Medium
2022-10-21 19:00:00,Intersection B,Fog,37,92,0,Low
2022-10-21 20:00:00,Sector 62,Fog,177,25,0,Low
2022-10-21 21:00:00,City Center,Fog,188,62,1,High
2022-10-21 22:00:00,Intersection A,Cloudy,298,25,0,Low
2022-10-21 23:00:00,Intersection A,Fog,42,56,0,Medium
2022-10-22 00:00:00,Sector 16,Clear,173,59,0,Medium
2022-10-22 01:00:00,City Center,Fog,107,25,0,Medium
2022-10-22 02:00:00,Bypass Road,Rain,146,35,1,High
2022-10-22 03:00:00,Intersection A,Fog,277,88,0,High
2022-10-22 04:00:00,Highway 21,Rain,128,41,0,Medium
2022-10-22 05:00:00,Intersection A,Storm,277,80,0,High
2022-10-22 06:00:00,Bypass Road,Storm,145,60,1,Low
2022-10-22 07:00:00,Bypass Road,Cloudy,169,82,0,Medium
2022-10-22 08:00:00,Highway 21,Clear,277,92,1,High
2022-10-22 09:00:00,Intersection B,Rain,278,80,0,High
2022-10-22 10:00:00,Sector 62,Clear,219,63,1,Medium
2022-10-22 11:00:00,Highway 21,Fog,62,56,0,Medium
2022-10-22 12:00:00,City Center,Rain,262,57,0,Low
2022-10-22 13:00:00,City Center,Cloudy,29,17,0,Low
2022-10-22 14:00:00,Bypass Road,Clear,111,92,1,Medium
2022-10-22 15:00:00,Sector 62,Storm,254,38,0,Medium
2022-10-22 16:00:00,Sector 16,Fog,79,63,0,Low
2022-10-22 17:00:00,Intersection B,Storm,91,43,0,Medium
2022-10-22 18:00:00,Bypass Road,Rain,74,5,0,Medium
2022-10-22 19:00:00,City Center,Cloudy,219,86,1,High
2022-10-22 20:00:00,Sector 16,Fog,205,23,0,Medium
2022-10-22 21:00:00,Bypass Road,Fog,58,56,0,Medium
2022-10-22 22:00:00,City Center,Storm,109,20,0,High
2022-10-22 23:00:00,Intersection A,Rain,260,19,1,High
2022-10-23 00:00:00,Sector 62,Fog,166,51,1,High
2022-10-23 01:00:00,Intersection A,Cloudy,187,41,0,Medium
2022-10-23 02:00:00,Intersection B,Rain,28,59,0,Low
2022-10-23 03:00:00,City Center,Clear,102,92,0,High
2022-10-23 04:00:00,Highway 21,Clear,46,64,0,High
2022-10-23 05:00:00,Bypass Road,Cloudy,92,15,0,Low
2022-10-23 06:00:00,Bypass Road,Rain,88,34,0,High
2022-10-23 07:00:00,City Center,Cloudy,97,8,0,Low
2022-10-23 08:00:00,Sector 62,Clear,217,21,0,High
2022-10-23 09:00:00,Bypass Road,Fog,79,27,0,Medium
2022-10-23 10:00:00,Highway 21,Cloudy,128,87,0,Low
2022-10-23 11:00:00,Highway 21,Cloudy,46,44,0,High
2022-10-23 12:00:00,Sector 16,Rain,107,55,0,Low
2022-10-23 13:00:00,Intersection B,Rain,65,45,0,Low
2022-10-23 14:00:00,Intersection A,Storm,41,47,0,Medium
2022-10-23 15:00:00,Highway 21,Rain,40,83,0,Low
2022-10-23 16:00:00,Highway 21,Storm,119,88,0,Low
2022-10-23 17:00:00,City Center,Storm,213,58,1,High
2022-10-23 18:00:00,Bypass Road,Fog,264,56,1,Medium
2022-10-23 19:00:00,City Center,Clear,92,90,0,Medium
2022-10-23 20:00:00,Bypass Road,Rain,38,63,1,Medium
2022-10-23 21:00:00,Sector 16,Storm,84,51,0,High
2022-10-23 22:00:00,Sector 62,Clear,218,31,0,High
2022-10-23 23:00:00,Highway 21,Cloudy,223,37,0,Medium
2022-10-24 00:00:00,Sector 16,Cloudy,79,23,0,High
2022-10-24 01:00:00,City Center,Rain,230,92,1,Medium
2022-10-24 02:00:00,City Center,Storm,60,55,0,Medium
2022-10-24 03:00:00,Sector 62,Rain,198,46,0,Low
2022-10-24 04:00:00,Bypass Road,Cloudy,56,69,0,Medium
2022-10-24 05:00:00,City Center,Storm,291,71,0,High
2022-10-24 06:00:00,Sector 62,Clear,237,34,1,Low
2022-10-24 07:00:00,Intersection B,Cloudy,306,31,0,High
2022-10-24 08:00:00,City Center,Rain,143,36,0,High
2022-10-24 09:00:00,Sector 62,Fog,139,78,1,Medium
2022-10-24 10:00:00,Highway 21,Cloudy,146,48,0,High
2022-10-24 11:00:00,Bypass Road,Clear,157,66,1,Medium
2022-10-24 12:00:00,City Center,Storm,24,73,0,Medium
2022-10-24 13:00:00,Intersection A,Storm,39,36,0,Low
2022-10-24 14:00:00,City Center,Fog,225,42,1,High
2022-10-24 15:00:00,Bypass Road,Rain,296,81,0,Medium
2022-10-24 16:00:00,Bypass Road,Rain,242,41,0,Low
2022-10-24 17:00:00,City Center,Rain,99,57,1,High
2022-10-24 18:00:00,Highway 21,Clear,46,37,0,High
2022-10-24 19:00:00,Intersection A,Fog,61,40,0,High
2022-10-24 20:00:00,Sector 16,Storm,241,46,1,Low
2022-10-24 21:00:00,Intersection A,Storm,292,25,0,Low
2022-10-24 22:00:00,Intersection B,Fog,180,22,1,Medium
2022-10-24 23:00:00,Intersection A,Cloudy,293,79,1,Low
2022-10-25 00:00:00,Sector 62,Clear,226,85,1,High
2022-10-25 01:00:00,Bypass Road,Cloudy,137,82,0,Low
2022-10-25 02:00:00,Sector 62,Storm,233,58,0,High
2022-10-25 03:00:00,Sector 16,Rain,275,68,1,Medium
2022-10-25 04:00:00,Bypass Road,Cloudy,132,25,1,High
2022-10-25 05:00:00,Bypass Road,Fog,184,43,0,Low
2022-10-25 06:00:00,Highway 21,Storm,58,85,0,Low
2022-10-25 07:00:00,Intersection A,Storm,49,71,0,Medium
2022-10-25 08:00:00,City Center,Rain,200,44,1,Medium
2022-10-25 09:00:00,City Center,Fog,34,92,0,Medium
2022-10-25 10:00:00,City Center,Rain,63,75,0,Low
2022-10-25 11:00:00,Bypass Road,Cloudy,71,59,0,High
2022-10-25 12:00:00,Intersection B,Storm,304,14,0,High
2022-10-25 13:00:00,Sector 16,Clear,231,66,0,Low
2022-10-25 14:00:00,Sector 62,Rain,151,40,1,Low
2022-10-25 15:00:00,Sector 62,Rain,303,70,0,Medium
2022-10-25 16:00:00,Bypass Road,Fog,34,20,0,High
2022-10-25 17:00:00,Bypass Road,Cloudy,107,68,0,High
2022-10-25 18:00:00,Intersection A,Rain,255,51,0,Medium
2022-10-25 19:00:00,Intersection A,Rain,84,43,1,High
2022-10-25 20:00:00,City Center,Fog,119,33,0,Medium
2022-10-25 21:00:00,City Center,Fog,227,70,0,High
2022-10-25 22:00:00,City Center,Rain,179,25,0,Medium
2022-10-25 23:00:00,Highway 21,Rain,116,32,0,Low
2022-10-26 00:00:00,City Center,Rain,146,16,0,Low
2022-10-26 01:00:00,Bypass Road,Storm,120,91,0,Medium
2022-10-26 02:00:00,Bypass Road,Clear,214,49,0,Low
2022-10-26 03:00:00,Sector 16,Fog,132,59,0,Medium
2022-10-26 04:00:00,Bypass Road,Cloudy,191,10,0,Medium
2022-10-26 05:00:00,Sector 62,Rain,118,18,1,High
2022-10-26 06:00:00,Sector 62,Clear,46,14,0,Medium
2022-10-26 07:00:00,City Center,Rain,203,6,0,Low
2022-10-26 08:00:00,Intersection A,Storm,39,45,0,High
2022-10-26 09:00:00,Sector 62,Fog,212,73,0,High
2022-10-26 10:00:00,Intersection B,Rain,97,20,0,Low
2022-10-26 11:00:00,Bypass Road,Rain,256,34,0,High
2022-10-26 12:00:00,City Center,Cloudy,226,14,0,Low
2022-10-26 13:00:00,City Center,Cloudy,82,75,0,Low
2022-10-26 14:00:00,Bypass Road,Storm,206,26,1,Low
2022-10-26 15:00:00,City Center,Clear,41,82,0,Low
2022-10-26 16:00:00,Sector 16,Clear,242,27,0,Medium
2022-10-26 17:00:00,Sector 62,Fog,196,56,0,High
2022-10-26 18:00:00,City Center,Fog,68,89,0,Medium
2022-10-26 19:00:00,Intersection B,Fog,187,16,0,Medium
2022-10-26 20:00:00,City Center,Cloudy,214,79,0,Medium
2022-10-26 21:00:00,Intersection B,Clear,245,85,0,High
2022-10-26 22:00:00,Bypass Road,Clear,135,52,0,Low
2022-10-26 23:00:00,Intersection A,Fog,225,54,0,High
2022-10-27 00:00:00,City Center,Clear,47,38,0,High
2022-10-27 01:00:00,Bypass Road,Fog,266,92,0,Low
2022-10-27 02:00:00,Intersection B,Clear,93,65,0,High
2022-10-27 03:00:00,Intersection B,Storm,38,60,0,Low
2022-10-27 04:00:00,Sector 16,Rain,29,17,0,Low
2022-10-27 05:00:00,Sector 62,Clear,304,19,0,Low
2022-10-27 06:00:00,Highway 21,Rain,157,62,0,Medium
2022-10-27 07:00:00,Intersection B,Storm,198,13,0,Low
2022-10-27 08:00:00,Bypass Road,Rain,153,42,1,Low
2022-10-27 09:00:00,Sector 16,Fog,202,56,0,Medium
2022-10-27 10:00:00,Intersection A,Rain,98,38,1,High
2022-10-27 11:00:00,Bypass Road,Rain,301,39,1,High
2022-10-27 12:00:00,Sector 62,Storm,234,79,0,Low
2022-10-27 13:00:00,Sector 62,Cloudy,41,47,0,High
2022-10-27 14:00:00,Highway 21,Clear,67,44,0,Medium
2022-10-27 15:00:00,Sector 16,Clear,36,26,0,Low
2022-10-27 16:00:00,Intersection A,Cloudy,185,60,1,Medium
2022-10-27 17:00:00,Intersection B,Fog,94,67,0,Medium
2022-10-27 18:00:00,Intersection B,Rain,58,63,0,High
2022-10-27 19:00:00,Intersection A,Fog,199,73,0,High
2022-10-27 20:00:00,Highway 21,Clear,259,48,0,High
2022-10-27 21:00:00,Highway 21,Rain,248,35,0,Low
2022-10-27 22:00:00,Sector 62,Storm,288,61,0,High
2022-10-27 23:00:00,City Center,Fog,123,8,0,Medium
2022-10-28 00:00:00,Intersection A,Storm,260,59,0,Low
2022-10-28 01:00:00,City Center,Clear,201,29,0,Low
2022-10-28 02:00:00,Intersection A,Cloudy,172,86,0,Low
2022-10-28 03:00:00,Intersection A,Clear,289,65,0,Low
2022-10-28 04:00:00,Sector 62,Fog,113,92,0,Low
2022-10-28 05:00:00,Intersection B,Rain,275,18,0,High
2022-10-28 06:00:00,City Center,Rain,150,53,0,Medium
2022-10-28 07:00:00,Intersection B,Storm,209,82,0,Medium
2022-10-28 08:00:00,Bypass Road,Fog,147,33,0,Low
2022-10-28 09:00:00,Sector 16,Clear,213,71,1,Low
2022-10-28 10:00:00,Intersection A,Rain,74,14,0,High
2022-10-28 11:00:00,Sector 16,Rain,74,75,0,High
2022-10-28 12:00:00,Sector 62,Storm,152,18,0,High
2022-10-28 13:00:00,Intersection A,Fog,136,28,0,Low
2022-10-28 14:00:00,Sector 62,Fog,253,13,0,Low
2022-10-28 15:00:00,Bypass Road,Rain,230,21,0,Low
2022-10-28 16:00:00,Intersection A,Clear,160,70,0,Medium
2022-10-28 17:00:00,City Center,Storm,236,46,0,Low
2022-10-28 18:00:00,Bypass Road,Rain,80,53,0,Low
2022-10-28 19:00:00,Intersection A,Storm,156,30,1,High
2022-10-28 20:00:00,Sector 16,Cloudy,232,44,1,High
2022-10-28 21:00:00,City Center,Clear,67,11,0,Low
2022-10-28 22:00:00,Bypass Road,Rain,113,6,0,High
2022-10-28 23:00:00,City Center,Rain,240,85,0,Medium
2022-10-29 00:00:00,Intersection B,Rain,217,56,0,High
2022-10-29 01:00:00,Highway 21,Rain,216,21,1,Low
2022-10-29 02:00:00,Sector 62,Rain,46,50,0,High
2022-10-29 03:00:00,City Center,Rain,64,22,0,Low
2022-10-29 04:00:00,Sector 16,Rain,263,88,1,Medium
2022-10-29 05:00:00,City Center,Cloudy,151,57,0,High
2022-10-29 06:00:00,Highway 21,Rain,35,58,0,Low
2022-10-29 07:00:00,Highway 21,Clear,297,52,1,Low
2022-10-29 08:00:00,Intersection A,Storm,28,11,0,Low
2022-10-29 09:00:00,Sector 16,Rain,107,89,0,High
2022-10-29 10:00:00,Bypass Road,Rain,266,48,0,High
2022-10-29 11:00:00,Highway 21,Fog,112,27,0,Low
2022-10-29 12:00:00,Bypass Road,Fog,170,29,0,Low
2022-10-29 13:00:00,Bypass Road,Cloudy,163,50,1,Low
2022-10-29 14:00:00,Intersection A,Fog,61,22,0,High
2022-10-29 15:00:00,Sector 16,Fog,240,21,0,High
2022-10-29 16:00:00,Highway 21,Cloudy,146,60,0,Low
2022-10-29 17:00:00,Highway 21,Storm,200,60,0,Medium
2022-10-29 18:00:00,Highway 21,Cloudy,301,50,0,High
2022-10-29 19:00:00,Highway 21,Clear,178,32,1,Low
2022-10-29 20:00:00,Sector 62,Cloudy,175,56,0,Medium
2022-10-29 21:00:00,Intersection A,Storm,118,88,0,Medium
2022-10-29 22:00:00,Bypass Road,Clear,93,94,0,High
2022-10-29 23:00:00,Sector 16,Clear,172,42,0,Low
2022-10-30 00:00:00,Bypass Road,Clear,117,77,1,Low
2022-10-30 01:00:00,Intersection B,Fog,201,26,0,High
2022-10-30 02:00:00,Bypass Road,Cloudy,217,69,0,Low
2022-10-30 03:00:00,Intersection A,Cloudy,305,20,0,Medium
2022-10-30 04:00:00,City Center,Clear,150,90,0,High
2022-10-30 05:00:00,Highway 21,Cloudy,229,6,0,Low
2022-10-30 06:00:00,Bypass Road,Storm,62,63,0,Low
2022-10-30 07:00:00,Intersection B,Storm,199,46,0,Low
2022-10-30 08:00:00,Intersection A,Cloudy,38,13,0,Medium
2022-10-30 09:00:00,Highway 21,Rain,179,69,1,Low
2022-10-30 10:00:00,Sector 62,Storm,255,77,0,Medium
2022-10-30 11:00:00,Bypass Road,Storm,309,78,0,Medium
2022-10-30 12:00:00,Sector 16,Clear,67,39,1,High
2022-10-30 13:00:00,Highway 21,Cloudy,138,91,0,Low
2022-10-30 14:00:00,Intersection A,Rain,60,91,0,Low
2022-10-30 15:00:00,Bypass Road,Clear,81,85,0,High
2022-10-30 16:00:00,Intersection B,Fog,77,52,0,High
2022-10-30 17:00:00,Sector 16,Storm,200,13,0,Medium
2022-10-30 18:00:00,Sector 16,Fog,96,81,0,High
2022-10-30 19:00:00,City Center,Fog,169,75,0,Low
2022-10-30 20:00:00,Intersection A,Cloudy,238,78,1,Low
2022-10-30 21:00:00,City Center,Cloudy,139,11,1,Low
2022-10-30 22:00:00,Intersection B,Clear,169,88,0,Medium
2022-10-30 23:00:00,Intersection B,Cloudy,309,58,1,High
2022-10-31 00:00:00,City Center,Rain,105,84,0,High
2022-10-31 01:00:00,Intersection B,Cloudy,300,11,0,Low
2022-10-31 02:00:00,Intersection A,Storm,192,59,0,Low
2022-10-31 03:00:00,Bypass Road,Cloudy,250,10,0,High
2022-10-31 04:00:00,Intersection A,Cloudy,40,14,0,Low
2022-10-31 05:00:00,Highway 21,Storm,81,74,0,High
2022-10-31 06:00:00,Sector 62,Storm,108,83,0,Medium
2022-10-31 07:00:00,Highway 21,Storm,65,10,0,Low
2022-10-31 08:00:00,Sector 16,Cloudy,281,8,0,Low
2022-10-31 09:00:00,Intersection B,Storm,131,79,0,Low
2022-10-31 10:00:00,Bypass Road,Cloudy,143,84,0,Medium
2022-10-31 11:00:00,Intersection A,Storm,293,93,0,Medium
2022-10-31 12:00:00,Sector 62,Storm,128,13,1,High
2022-10-31 13:00:00,Bypass Road,Storm,72,62,0,High
2022-10-31 14:00:00,Intersection A,Clear,221,24,0,Medium
2022-10-31 15:00:00,Sector 62,Fog,282,43,0,Medium
2022-10-31 16:00:00,City Center,Fog,232,69,0,Medium
2022-10-31 17:00:00,Highway 21,Fog,273,90,0,Low
2022-10-31 18:00:00,Sector 16,Cloudy,151,17,0,High
2022-10-31 19:00:00,Bypass Road,Cloudy,194,75,0,High
2022-10-31 20:00:00,Intersection A,Cloudy,82,11,0,High
2022-10-31 21:00:00,Bypass Road,Rain,119,64,1,High
2022-10-31 22:00:00,Intersection A,Fog,95,79,0,High
2022-10-31 23:00:00,Highway 21,Fog,275,44,0,Low
2022-11-01 00:00:00,Intersection A,Clear,81,30,0,Medium
2022-11-01 01:00:00,Highway 21,Clear,258,71,1,High
2022-11-01 02:00:00,Sector 62,Clear,267,24,0,High
2022-11-01 03:00:00,Sector 62,Fog,240,78,0,Medium
2022-11-01 04:00:00,Bypass Road,Fog,194,19,0,Low
2022-11-01 05:00:00,Sector 62,Fog,30,18,0,Medium
2022-11-01 06:00:00,Highway 21,Fog,234,84,0,High
2022-11-01 07:00:00,City Center,Storm,272,9,1,Medium
2022-11-01 08:00:00,City Center,Storm,195,46,1,Medium
2022-11-01 09:00:00,City Center,Rain,146,61,0,High
2022-11-01 10:00:00,Highway 21,Rain,66,43,0,Low
2022-11-01 11:00:00,Intersection B,Fog,111,9,0,Low
2022-11-01 12:00:00,City Center,Fog,155,68,0,High
2022-11-01 13:00:00,City Center,Rain,134,38,0,Low
2022-11-01 14:00:00,Bypass Road,Rain,132,52,1,Medium
2022-11-01 15:00:00,Sector 62,Fog,78,64,0,Low
2022-11-01 16:00:00,Sector 16,Cloudy,103,67,0,Medium
2022-11-01 17:00:00,City Center,Clear,35,28,0,Low
2022-11-01 18:00:00,Sector 16,Cloudy,28,91,0,Low
2022-11-01 19:00:00,Bypass Road,Cloudy,208,82,0,High
2022-11-01 20:00:00,Intersection A,Rain,61,9,1,High
2022-11-01 21:00:00,City Center,Rain,258,88,0,Low
2022-11-01 22:00:00,Highway 21,Storm,127,29,0,Medium
2022-11-01 23:00:00,Bypass Road,Fog,27,13,0,Medium
2022-11-02 00:00:00,Sector 16,Cloudy,136,18,0,Low
2022-11-02 01:00:00,Bypass Road,Cloudy,32,88,0,Medium
2022-11-02 02:00:00,Highway 21,Rain,218,72,0,Low
2022-11-02 03:00:00,Intersection A,Fog,233,88,0,High
2022-11-02 04:00:00,Sector 62,Cloudy,242,70,0,Medium
2022-11-02 05:00:00,Intersection A,Fog,94,12,0,Low
2022-11-02 06:00:00,Sector 62,Cloudy,303,11,0,High
2022-11-02 07:00:00,City Center,Fog,169,36,1,Low
2022-11-02 08:00:00,Bypass Road,Cloudy,95,38,0,Low
2022-11-02 09:00:00,Sector 62,Clear,292,76,0,Low
2022-11-02 10:00:00,Intersection B,Clear,104,66,0,Medium
2022-11-02 11:00:00,Intersection B,Cloudy,158,7,0,Low
2022-11-02 12:00:00,Sector 62,Cloudy,184,75,0,Low
2022-11-02 13:00:00,Bypass Road,Rain,106,5,0,High
2022-11-02 14:00:00,City Center,Rain,47,34,0,Low
2022-11-02 15:00:00,Sector 16,Fog,67,92,0,Medium
2022-11-02 16:00:00,Intersection A,Fog,52,79,0,Low
2022-11-02 17:00:00,City Center,Storm,205,36,0,Low
2022-11-02 18:00:00,Sector 62,Clear,84,92,0,High
2022-11-02 19:00:00,Intersection A,Clear,26,88,0,Low
2022-11-02 20:00:00,Intersection B,Fog,290,81,0,Low
2022-11-02 21:00:00,Sector 62,Clear,211,32,0,Medium
2022-11-02 22:00:00,Intersection A,Fog,274,90,0,High
2022-11-02 23:00:00,Bypass Road,Storm,46,90,1,High
2022-11-03 00:00:00,Highway 21,Cloudy,134,14,0,High
2022-11-03 01:00:00,City Center,Storm,103,82,0,Medium
2022-11-03 02:00:00,Intersection B,Fog,35,46,0,High
2022-11-03 03:00:00,Intersection A,Storm,198,85,0,High
2022-11-03 04:00:00,Bypass Road,Clear,21,21,0,Medium
2022-11-03 05:00:00,Intersection B,Cloudy,304,40,0,Medium
2022-11-03 06:00:00,Intersection A,Clear,132,81,0,Low
2022-11-03 07:00:00,Intersection B,Rain,111,75,0,Medium
2022-11-03 08:00:00,Highway 21,Cloudy,269,28,0,High
2022-11-03 09:00:00,Sector 16,Rain,91,90,0,Medium
2022-11-03 10:00:00,Sector 62,Rain,150,50,0,High
2022-11-03 11:00:00,Intersection B,Cloudy,260,69,1,Low
2022-11-03 12:00:00,Intersection B,Fog,222,60,1,Low
2022-11-03 13:00:00,Intersection B,Storm,241,63,0,Low
2022-11-03 14:00:00,Highway 21,Clear,212,20,0,Medium
2022-11-03 15:00:00,Intersection B,Rain,180,70,0,High
2022-11-03 16:00:00,City Center,Storm,107,62,0,High
2022-11-03 17:00:00,Sector 62,Fog,188,22,0,High
2022-11-03 18:00:00,City Center,Clear,230,34,0,High
2022-11-03 19:00:00,Sector 62,Storm,161,47,0,Low
2022-11-03 20:00:00,Bypass Road,Fog,275,29,0,Medium
2022-11-03 21:00:00,Highway 21,Clear,249,40,0,Medium
2022-11-03 22:00:00,Bypass Road,Storm,302,21,0,High
2022-11-03 23:00:00,Intersection B,Rain,232,17,1,High
2022-11-04 00:00:00,Bypass Road,Cloudy,21,55,0,Medium
2022-11-04 01:00:00,Sector 16,Storm,175,9,0,Low
2022-11-04 02:00:00,Bypass Road,Clear,128,88,0,Medium
2022-11-04 03:00:00,Highway 21,Storm,245,43,0,Low
2022-11-04 04:00:00,Sector 16,Cloudy,93,56,0,Low
2022-11-04 05:00:00,Sector 16,Fog,109,31,1,Low
2022-11-04 06:00:00,Bypass Road,Fog,24,71,0,Medium
2022-11-04 07:00:00,City Center,Storm,272,7,0,High
2022-11-04 08:00:00,Highway 21,Clear,89,67,0,High
2022-11-04 09:00:00,City Center,Fog,44,55,1,Medium
2022-11-04 10:00:00,City Center,Clear,200,39,0,High
2022-11-04 11:00:00,Intersection B,Cloudy,45,70,0,Low
2022-11-04 12:00:00,Sector 16,Clear,140,13,0,Low
2022-11-04 13:00:00,Sector 62,Clear,67,54,0,Medium
2022-11-04 14:00:00,Sector 16,Storm,140,61,0,Medium
2022-11-04 15:00:00,Intersection B,Storm,38,81,0,Low
2022-11-04 16:00:00,Sector 16,Storm,209,12,0,Medium
2022-11-04 17:00:00,Intersection A,Cloudy,278,9,0,High
2022-11-04 18:00:00,Sector 62,Rain,192,53,0,Low
2022-11-04 19:00:00,City Center,Storm,153,14,0,High
2022-11-04 20:00:00,Highway 21,Clear,127,14,0,Low
2022-11-04 21:00:00,Bypass Road,Storm,248,35,0,Medium
2022-11-04 22:00:00,Sector 16,Rain,42,75,1,Low
2022-11-04 23:00:00,Sector 62,Cloudy,242,14,0,Low
2022-11-05 00:00:00,Intersection B,Cloudy,119,34,0,Medium
2022-11-05 01:00:00,Sector 16,Cloudy,122,48,0,Low
2022-11-05 02:00:00,Sector 62,Fog,128,91,0,High
2022-11-05 03:00:00,City Center,Cloudy,151,68,0,Medium
2022-11-05 04:00:00,Intersection A,Rain,277,43,0,Low
2022-11-05 05:00:00,Intersection B,Storm,253,25,0,Medium
2022-11-05 06:00:00,Bypass Road,Storm,181,56,0,Low
2022-11-05 07:00:00,Intersection B,Fog,229,72,0,Low
2022-11-05 08:00:00,Intersection B,Fog,113,76,0,Medium
2022-11-05 09:00:00,Bypass Road,Fog,309,14,0,High
2022-11-05 10:00:00,City Center,Cloudy,209,55,0,High
2022-11-05 11:00:00,Sector 62,Cloudy,294,54,0,Low
2022-11-05 12:00:00,Bypass Road,Clear,123,7,1,Low
2022-11-05 13:00:00,Intersection A,Clear,200,20,0,Low
2022-11-05 14:00:00,City Center,Clear,165,59,0,Medium
2022-11-05 15:00:00,Intersection A,Storm,144,59,0,Medium
2022-11-05 16:00:00,Sector 16,Fog,299,35,0,High
2022-11-05 17:00:00,Sector 16,Cloudy,233,12,0,Low
2022-11-05 18:00:00,Intersection B,Clear,30,29,0,High
2022-11-05 19:00:00,Bypass Road,Fog,217,19,0,High
2022-11-05 20:00:00,Intersection B,Cloudy,112,26,0,High
2022-11-05 21:00:00,City Center,Cloudy,125,19,0,Low
2022-11-05 22:00:00,City Center,Clear,278,83,1,High
2022-11-05 23:00:00,Highway 21,Cloudy,216,61,0,High
2022-11-06 00:00:00,Bypass Road,Rain,280,40,0,Medium
